name,license_type,county,city,zip
WALMART PHARMACY 10-1862 ,License Type: Pharmacy (Community),RIALTO, SAN BERNARDINO, 92376
WALMART PHARMACY 10-2998 ,License Type: Pharmacy (Community),LOMA LINDA, SAN BERNARDINO, 92354
WALMART PHARMACY 10-4392 ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92392
WALMART PHARMACY NO 10-2479 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92115
WALMART PHARMACY NO 10-2494 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92054
WALMART PHARMACY NO 10-3276 ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92407
WALMART PHARMACY NO 10-3464 ,License Type: Pharmacy (Community),CHINO, SAN BERNARDINO, 91710
WATERMAN PHARMACY ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92404
WELCARE PHARMACY ,License Type: Pharmacy (Community),SAN MARCOS, SAN DIEGO, 92069
WELLNESSRX PHARMACY ,License Type: Pharmacy (Community),Accusation filed, SAN DIEGO, 92115
WELLS PHARMACY INC ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91764
YOUR DRUG STORE ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92395
YUCAIPA CARE PHARMACY ,License Type: Pharmacy (Community),YUCAIPA, SAN BERNARDINO, 92399
ZEN PHARMACY ,License Type: Pharmacy (Community),HESPERIA, SAN BERNARDINO, 92345
